id,public_selected_id,source,source_license,original_label,mapped_label,scam_type,original_text,vietnamese_adapted_text,adaptation_note,review_status
PUBVI_FIX_000045,PUBSEL_000045,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call <PHONE> Ts&Cs <LINK> £1.50pm approx 3mins,"Chúc mừng ông/bà, ông/bà được thông báo trúng thưởng/nhận quà £1.50. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000046,PUBSEL_000046,mendeley_sms_phishing,CC BY 4.0,smishing,SCAM,PHISHING_LINK,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto <LINK> there is a fantastic surprise awaiting you !",Cô/chú cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000047,PUBSEL_000047,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO <LINK> THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",Bác cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000048,PUBSEL_000048,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,Apple ID: [BUXCX7GBVwWCcOD Final Notification Your Apple 1D is due to expire today. Prevent this by confirming your Apple ID at�<LINK> Apple Inc,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của cô cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000049,PUBSEL_000049,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,LOAN_SCAM,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> <LINK> xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000050,PUBSEL_000050,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop <LINK>,"Chúc mừng ông/bà, ông/bà được thông báo trúng thưởng/nhận quà rs 16. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000051,PUBSEL_000051,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,"Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact <PHONE> <PHONE>","Cảnh báo: tài khoản ngân hàng/trực tuyến của cô/chú đã bị tạm khóa. Để mở lại, hãy đăng nhập hoặc xác minh qua <LINK>.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000052,PUBSEL_000052,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO <LINK> THERE'S A FANTASTIC PRIZEAWAITING YOU!,Bác cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000053,PUBSEL_000053,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,"If you don't, your prize will go to another customer. T&C at <LINK> 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","Chúc mừng cô, cô được thông báo trúng thưởng/nhận quà. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000054,PUBSEL_000054,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,FAKE_POLICE,You have an outstanding tax refund of 578.44G8P for the tax year 15/16. Please fill out the following form to process your refund <LINK>,Thông báo từ cơ quan/dịch vụ cho biết chú có khoản hỗ trợ hoặc hoàn tiền. Hãy bấm <LINK> để điền thông tin/nhận tiền.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000055,PUBSEL_000055,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 <LINK> 2optout <PHONE>.50gbp/mtmsg18",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của ông/bà cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
